dist,type,subtype,date,cost,address,purpose,lat,lon
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-09T00:00:00.000,98000,1804  RUSSELL ST,"Rebuild roof and chimney; replace siding, storm windows, gutters, master bedroom drywall, and downstairs hardwoods from tornado of March 3, 2020.  remains single family residence.  also includes a ridge raise and rear dormer new work per MHZC.  MHZC must review application.  under 50% expansion.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174023,-86.737911
6,Building Residential Rehab Storm Damage,"Multifamily, Townhome",2020-04-10T00:00:00.000,20522,207A S 11TH ST,"to make storm damage repairs to townhome unit.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.174995,-86.750236
6,Building Residential New Storm Damage,Duplex,2020-08-26T00:00:00.000,171555,605  NEWHALL DR,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage. must comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.17553,-86.723259
6,Building Commercial Rehab Storm Damage,"Religious Institution, Worship Space",2020-12-17T00:00:00.000,400000,1601  HOLLY ST,"Demolition of the third level of the Church at Lockeland Springs Education Wing. Reroof the new second floor roof and replace the HVAC equipment due to damaged caused by the Nashville tornado on March 3rd.
POC HAMILTON LUNSFORD 601-572-1764",36.175445,-86.74168
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-07-13T00:00:00.000,250000,1804  HOLLY ST,"This is a storm rehab/addition project.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175068,-86.737785
6,Building Residential New Storm Damage,Duplex,2020-08-26T00:00:00.000,171555,607  NEWHALL DR,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage.  must comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.17553,-86.723259
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-03-18T00:00:00.000,6000,1901  RUSSELL ST,"STORM DAMAGE. Demolish the 1,413 sq. ft. residential structure and accessory building. To be reviewed by MHZC. POC: Eric Peters, 615-497-5028. Applicant applied for a self-permit and will act as his/her own general contractor with full responsibility for code compliance, for hiring and employing individuals and subcontractors, and with ultimate responsibility for his/her own work and for the work of others. Acting as his/her general contractor, applicant may forfeit certain protections which might be available to him/her through the State of Tennessee general contractor�s licensing process. Applicant, as a self-build permit holder, is further responsible for requesting all required inspections and completing all authorized work in compliance with applicable adopted codes. Separate permits are required for any electrical, plumbing and gas/mechanical work and are not part of the building permit. Work per this permit must commence within thirty (30) days of issuance* and be completed sixty (60) days after commencement. This permit expires ninety (90) days of its issuance. Please call 811 before you dig. No construction and demolition waste will be stored on the property and the person demolishing a dwelling or structure is responsible to remove from the premises all demolition debris resulting from such demolition and to properly dispose of all demolition debris in an approved landfill. Not to be burned on lot.",36.173911,-86.73667
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-28T00:00:00.000,30000,606  NEWHALL DR,"To repair tornado damage to structure - NO CHANGES TO EXISTING FOOTPRINT.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.17553,-86.723259
6,Building Residential New Storm Damage,Single Family Residence,2020-06-09T00:00:00.000,14258,108 S 14TH ST,"Roofing, siding, electrical,  masonry and carport for storm rehab work March 3,2020.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175127,-86.746122
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-12-28T00:00:00.000,253877,1813  RUSSELL ST,"Renovation and rear addition to tornado damaged single family residence. Adding 426 sq ft of living area on 2nd floor and 125 sq ft rear covered porch. Building back tornado damaged home in East Nashville. Adding  rear covered porch where Deck existed previously with 2094 sf living area. Must comply with MHZC Permit 2020067551 and easements on parcel.  MHZC must review application.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.   
.",36.173961,-86.737227
6,Building Residential Rehab Storm Damage,Duplex,2020-06-09T00:00:00.000,72103,1300  HOLLY ST,"Roofing, siding, gutter, fencing and painting for storm rehab work from March 3, 2020.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175923,-86.746978
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-20T00:00:00.000,80000,116 S 11TH ST,"Storm Damage. PARTIAL DEMOLITION AND REHAB. Includes: Remove and replace roof framing and shingles. Remove and replace brick. Repair front wall of home. No construction and demolition waste will be stored on the property and such waste shall be disposed of in a clean and sanitary manner by placing it in approved containers and having such waste discarded at an approved landfill.

Signage must be posted pursuant to M.C.L. 16.28.230, including project information signs, which shall be posted in English and Spanish with one double-sided 24  (vertical) � 36  (horizontal) sign posted for every fifty feet of site frontage, with no more than three signs required per street frontage.",36.17638,-86.750021
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-25T00:00:00.000,65000,2438  CHAPMAN DR,"Roof/Ceiling repair. Kitchen cabinet repairs. Electrical permit will be pulled separately.  remains single family residence.  no increase to building footprint.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176049,-86.720799
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-07-10T00:00:00.000,19100,1508  HOLLY ST,"Repair of exterior of structure to include adding of sqft to second floor during repair see attached historical documents. We are not changing the ground floor footprint.  remains single family residence.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175595,-86.743359
6,Building Residential New Storm Damage,Duplex,2020-09-16T00:00:00.000,171555,601  NEWHALL DR,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835. must comply with SBCCI section 403.3 and metro council bill 1984-390.",36.17553,-86.723259
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-04-03T00:00:00.000,8000,1905  HOLLY ST,"Estimated demo cost $8,000.00. Demo is due to tornado related damage of March 3, 2020.  not to be burned on lot.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174927,-86.736178
6,Building Residential New Storm Damage,Single Family Residence,2020-09-02T00:00:00.000,346746,1813  HOLLY ST,"to reconstruct storm damaged single family residence of 2860SF with 374Sf of porches..
must comply with hcn2020035340

***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175013,-86.737157
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-10-07T00:00:00.000,380789,1515  HOLLY ST,ORIGINAL ONE STORY HOME DAMAGED BY MARCH 3RD TORNADO.  Will be rehabbing original structure equaling 1700 SF. Will be adding a second floor at 1210 SF. for a total of 2950 SF of living space.,36.175544,-86.742783
6,Building Commercial Rehab Storm Damage,"Multifamily, Condominium 3&4 Unit Bldg",2020-05-27T00:00:00.000,100000,715  MAIN ST,"The scope of work is the re-roofing of the portion of the facility that remains after partial demolition. The demolition of a portion of the facility is being performed under permit #2020023324. The remaining roof area will have all of the existing membrane (modified) roofing removed. A new TPO membrane roof system will be installed over this area. This new roof system includes two layers of 2.6  polyisocyanurate insulation as well as new sheet metal trim, gutters and downspouts. Also as part of this scope of work, the wall closest to the street which will remain after demolition will be barricaded as needed for safety. Additionally the existing door and window openings will be reconditioned.  MDHA Overlay.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175009,-86.759677
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-28T00:00:00.000,30000,2328  BRITTANY DR,"To repair tornado damage to structure - NO CHANGES TO EXISTING FOOTPRINT.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.176245,-86.723181
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-19T00:00:00.000,20000,2816  HODY DR,Repair roof damage and minor interior water damage,36.170248,-86.724857
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-04-23T00:00:00.000,38000,936  WOODLAND ST,"to replace the roof of a storm damaged salon.  CODE APPROVED PLAN AVAILABLE AT B DESK OR ATTACHED IN CITYWORKS.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.175991,-86.753891
6,Building Residential New Storm Damage,Duplex,2020-08-04T00:00:00.000,280000,602  NEWHALL DR,"To construct back a zero lot line duplex unit 1415 heated/cooled square feet and 187 square feet of porches to comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.17553,-86.723259
6,Building Residential - Addition,Single Family Residence,2021-02-03T00:00:00.000,146579,1707  HOLLY ST,to construct a 31 x 39 addition to rear of residence with a deck addition and conduct storm damage repairs to existing residence.  MHZC must approve application.,36.17521,-86.739313
6,Building Demolition Storm Damage,Demolition Permit - Residential,2020-09-14T00:00:00.000,10000,1813  HOLLY ST,Storm Damage. MHZC TO REVIEW. Work per this permit must commence within thirty (30) days of issuance* and be completed sixty (60) days after commencement. This permit expires ninety (90) days of its issuance. Please call 811 before you dig. No construction and demolition waste will be stored on the property and the person demolishing a dwelling or structure is responsible to remove from the premises all demolition debris resulting from such demolition and to properly dispose of all demolition debris in an approved landfill. Not to be burned on lot.,36.175013,-86.737157
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-16T00:00:00.000,33000,1812  RUSSELL ST,"Fixing electrical service panel and repairing damaged windows and front dormer from downed tornado affected trees.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.173962,-86.737237
6,Building Residential Rehab Storm Damage,Single Family Residence,2021-01-08T00:00:00.000,46071,1815  HOLLY ST,"rebuild a carport that was damaged in the march Tornado. MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174995,-86.736958
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-06-29T00:00:00.000,20000,2606  BARCLAY DR,"We are rebuilding a rear covered patio deck which connects to the main structure of the house.  remains single family residence.  20' min rear s/b.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.177057,-86.719037
6,Building Residential New Storm Damage,Duplex,2020-08-13T00:00:00.000,171555,611  NEWHALL DR,"To construct back tornado damaged zero lot line duplex unit. Heated square footage 1415. Porch 187. No garage. must comply with SBCCI section 403.3 and metro council bill 1984-390.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175733,-86.723182
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-11-16T00:00:00.000,110000,819  MAIN ST,"repair storm damaged areas to existing FIZER RETAIL MARKET CENTER
POC DARRLL HAYES 615-260-8663",36.17604,-86.757025
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-09-16T00:00:00.000,125000,1710  RUSSELL ST,"Conduct full internal renovation of home. No external changes to the footprint will be made. Remodel 2 bathrooms, 1 kitchen, framing, flooring, trim, paint, electrical, plumbing, and HVAC permits will all need to be opened to pull.  remains single family residence.  MHZC must approve application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174084,-86.738581
6,Building Demolition Storm Damage,Demolition Permit - Commercial,2020-07-29T00:00:00.000,19000,719  MAIN ST,"DEMOLITION OF STRUCTURE TO TOP OF SLAB.  not to be burned on lot.  UDO AND MDHA OVERLAYS.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175094,-86.759445
6,Building Residential - New,"Accessory Structure, Garage",2020-04-17T00:00:00.000,19320,1905  LONG AVE,"ADAM GUIDRY 615 584 0558
to rehab a storm damaged detached garage to rear of residence.  not to be used for living or commercial purposes.  UZO.  16' max allowed knee wall height.  10' min rear s/b; 3' min side s/b.",36.168925,-86.737092
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-19T00:00:00.000,215000,1800  HOLLY ST,"Residential storm damage rehabilitation.  remains single family residence.  under 50% expansion.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175114,-86.738311
6,Building Residential New Storm Damage,"Accessory Structure, Garage",2020-05-07T00:00:00.000,43422,1916C  RUSSELL ST,"Rebuilding garage destroyed by tornado of March 3, 2020. 20'x22'   Historical permit  2020025257.  not to be used for living or commercial purposes.  MHZC must review application.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.173735,-86.735016
6,Building Commercial Rehab Storm Damage,Restaurant (Full Service),2020-10-01T00:00:00.000,24000,823  WOODLAND ST,"to make storm damage repairs to existing building. no change to footprint.
Description: Roof wall was damaged by tornado, with block falling and landing on roof material.  Remove and re-lay top 4 courses of block wall, and repair roofing materials all along West wall of upper roof.
POC KYLE HOWARD
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***  ��������

CODE APPROVED STAMPED PLAN ATTACHED IN CITYWORKS",36.174851,-86.75687
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-03-06T00:00:00.000,16000,903  RUSSELL ST,"Roof damage due to tornado.
Historic to review/approve prior to permit issuance.
Repairs to roof. Pursuant # 2006-1263  Metro code of Laws, I (holder OF permit)   hereby certify that all construction & demolition waste generated by any & all activities governed by this permit shall be disposed of in an approved landfill. Further, I certify that no construction & demolition waste shall be stored on the property in violation of any provision of Metro Code",36.174038,-86.75578
6,Building Residential - New,Single Family Residence,2020-10-27T00:00:00.000,69643,1912  HOLLY ST,"Reconstruction of storm damaged home from tornado.  MHZC must review application.  must comply with tree regulations one new two inch tree for every 30' road frontage.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  APPLICANT HAS NOT PROVIDED SQUARE FOOTAGE OF RESIDENCE.",36.174872,-86.735492
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-06-05T00:00:00.000,85000,2638  BARCLAY DR,"Interior and Exterior repairs from Tornado.  Windows, Porch, Roof, Fence, Kitchen, Flooring, Siding and Brick.
New HVAC units x2 including flue repair.  remains single family residence.  no increase to building footprint.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.  PERMIT ISSUANCE STAFF PLEASE DO NOT ISSUE THIS APPLICATION UNTIL FEE WAIVER FORM HAS BEEN RECEIVED FROM APLICANT.",36.175097,-86.719354
6,Building Commercial Rehab Storm Damage,"Multifamily, Condominium 3&4 Unit Bldg",2020-04-29T00:00:00.000,23500,1509A  RUSSELL ST,"Repair rafters on Apt. A; Replace 1/3 of roofing; Replace Drywall; Paint; Replace laminate flooring; Replace electrical riser; Kitchen cabinets.  MHZC must review application.  no increase in number of units.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.174548,-86.743507
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-05-28T00:00:00.000,30000,608  NEWHALL DR,"To repair tornado damage to structure - NO CHANGES TO EXISTING FOOTPRINT.  remains single family residence.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.17564,-86.723217
6,Building Commercial Rehab Storm Damage,"Religious Institution, Worship Space",2021-04-21T00:00:00.000,425000,1601  FATHERLAND ST,"Storm damage rehab for Liberty Christian Bible Church. 
POC JIMMY LARKIN 615-732-3722",36.173364,-86.742151
6,Building Residential Rehab Storm Damage,"Multifamily, Townhome",2020-04-29T00:00:00.000,1996,211B S 11TH ST,"to make storm damage repairs to townhome unit.
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.174796,-86.750263
6,Building Residential - Addition,Single Family Residence,2020-12-29T00:00:00.000,180000,1914  HOLLY ST,to conduct storm rehab work and construct a second floor addition to residence.  MHZC must review application.  will be owners personal residence.,36.174859,-86.735325
6,Building Commercial Rehab Storm Damage,"Retail, Department / Retail Stores",2020-08-24T00:00:00.000,500000,903  MAIN ST,"storm damage this is a micro brewery but the subtype would not go in under storm damage 
exterior wall and small part of roof structure for SMITH AND LENTZ BREWING 6154 SQ.FT.
POC ATE SWARTZ 615-207-1624",36.17624,-86.756496
6,Building Residential Rehab Storm Damage,Single Family Residence,2020-04-09T00:00:00.000,200000,2512  BRITTANY DR,"to conduct general repairs to existing tornado damaged residence.  remains single family residence.  no increase to building footprint.  subject to inspectors approval.  for every 50' site frontage, a 24  x 36  d/f sign must be placed in English and Spanish with information in regards to metro council bill 2017-835.",36.175466,-86.717407
6,Building Commercial New Storm Damage,"Safety Services, Fire & Police Station",2021-04-14T00:00:00.000,492840,1600  HOLLY ST,"to make storm damage repairs and renovations including roof to existing Fire Station 14.
MUST COMPLY WITH HCN2020058193, HCN2020041587
***PURSUANT TO ORDINANCE NO 2008-1263 of the Metropolitan Code of Laws, I , holder of this permit, hereby certify that all construction and demolition waste generated by any and all activities governed by this permit shall be disposed of in an approved landfill.  Further, I certify that no construction or demolition waste shall be stored on the property in violation of any provisions of the Metropolitan Code. For every 30 feet of street frontage, or fraction thereof, one 2 inch caliper tree as listed in the Urban Forestry approved tree list shall be planted on the subject property. 
For every 50 feet of site frontage, a double-sided sign 24� x 36� in size must be posted in English and Spanish that contains the information required by Ordinance No. 2017-835.  No more than three signs are required.***",36.17547,-86.74195
